Unique_ID	Experiment_ID	TF_Entrez_ID	Target_Entrez_ID	TF_Gene_Name	Target_Gene_Name	PubMed_ID	Experiment_Type	Context_Type	Cell_Type	Cell_Name	Age	Notes	Already in one of the sub-sheets?	Date	Curator	Peer Check
1915	EXP_1814	18996	193003	Pou4f1	Pirt	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1916	EXP_1815	16392	237175	Isl1	Adgrg2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1917	EXP_1816	18996	237175	Pou4f1	Adgrg2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1918	EXP_1817	16392	21367	Isl1	Cntn2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1919	EXP_1818	18996	21367	Pou4f1	Cntn2	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1920	EXP_1819	16392	14168	Isl1	Fgf13	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1921	EXP_1820	18996	14168	Pou4f1	Fgf13	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1922	EXP_1821	16392	75276	Isl1	Ppp1r1c	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1923	EXP_1822	18996	75276	Pou4f1	Ppp1r1c	21734270	TF Perturbation	Primary Tissue	UBERON:0000044	dorsal root ganglia	E12.5		YES		Joey	
1924	EXP_1823	16392	11923	Isl1	Neurod4	21734270	TF Perturbation	Primary Tissue	UBERON:0001675	trigeminal ganglion	E13.5		YES		Joey	
1925	EXP_1824	18996	11923	Pou4f1	Neurod4	21734270	TF Perturbation	Primary Tissue	UBERON:0001675	trigeminal ganglion	E13.5		YES		Joey	
1940	EXP_1839	1786	2099	DNMT1	ESR1	23242655	TF Perturbation	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1941	EXP_1840	3065	2099	HDAC1	ESR1	23242655	TF Perturbation	Cell Line	CLO:0007641	MDA-MB-468 cells	Not Applicable		YES		Joey	
1942	EXP_1841	25942	2670	SIN3A	GFAP	21779366	TF-DNA Binding	Cell Line	BTO:0000891	Ntera-2 cells	Not Applicable		YES		Joey	
1943	EXP_1842	4204	2670	MECP2	GFAP	21779336	TF-DNA Binding	Cell Line	BTO:0000891	Ntera-2 cells	Not Applicable		YES		Joey	
1944	EXP_1843	6774	2670	STAT3	GFAP	21779336	TF-DNA Binding	Cell Line	BTO:0000891	Ntera-2 cells	Not Applicable	after differentiation	YES		Joey	
1945	EXP_1844	1387	2670	CREBBP	GFAP	21779336	TF-DNA Binding	Cell Line	BTO:0000891	Ntera-2 cells	Not Applicable	after differentiation	YES		Joey	
1946	EXP_1845	2033	2670	EP300	GFAP	21779336	TF-DNA Binding	Cell Line	BTO:0000891	Ntera-2 cells	Not Applicable	after differentiation	YES		Joey	
1947	EXP_1846	6688	7431	SPI1	VIM	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1948	EXP_1847	6688	4495	SPI1	MT1G	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1949	EXP_1848	6688	122953	SPI1	JDP2	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1950	EXP_1849	6688	4489	SPI1	MT1A	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1951	EXP_1850	6688	4495	SPI1	MT1G	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1952	EXP_1851	6688	4489	SPI1	MT1A	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1953	EXP_1852	6688	7431	SPI1	VIM	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1954	EXP_1853	6688	122953	SPI1	JDP2	20139074	TF Perturbation	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1955	EXP_1854	6688	4495	SPI1	MT1G	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1956	EXP_1855	4204	3976	MECP2	LIF	21191816	TF-DNA Binding	Cell Line	CLO:0007599	MCF-10A cells	Not Applicable		YES		Taylor	
1957	EXP_1856	6688	3976	SPI1	LIF	21191816	TF-DNA Binding	Cell Line	CLO:0007599	MCF-10A cells	Not Applicable		YES		Taylor	
1958	EXP_1857	20683	18390	Sp1	Oprm1	20385708	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	selective for unmethylated promoter	YES		Taylor	
1959	EXP_1858	17257	18390	Mecp2	Oprm1	20385708	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	selective for methylated DNA	YES		Taylor	
1960	EXP_1859	20683	18390	Sp1	Oprm1	20385708	TF Perturbation	Cell Line	BTO:0005872	NMB cells	Not Applicable		YES		Taylor	
1964	EXP_1863	4204	4495	MECP2	MT1G	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1965	EXP_1864	6688	4489	SPI1	MT1A	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1966	EXP_1865	4204	4489	MECP2	MT1A	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1967	EXP_1866	6688	7431	SPI1	VIM	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1968	EXP_1867	4204	7431	MECP2	VIM	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1969	EXP_1868	4204	301	MECP2	ANXA1	20139074	TF-DNA Binding	Cell Line	CLO:0007050	K562 cells	Not Applicable		YES		Joey	
1970	EXP_1869	17257	18390	Mecp2	Oprm1	17452465	TF-DNA Binding	Cell Line	CLO:0008302	P19 cells	Not Applicable		YES		Joey	
1971	EXP_1870	17257	18390	Mecp2	Oprm1	17452465	TF Perturbation	Cell Line	CLO:0008302	P19 cells	Not Applicable		YES		Joey	
1972	EXP_1871	4204	1050	MECP2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0008109	H719 cells	Not Applicable		YES		Joey	
1973	EXP_1872	8932	1050	MBD2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0008109	H719 cells	Not Applicable		YES		Joey	
1974	EXP_1873	4204	1050	MECP2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0007986	H1299 cells	Not Applicable		YES		Joey	
1975	EXP_1874	8932	1050	MBD2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0007986	H1299 cells	Not Applicable		YES		Joey	
1976	EXP_1875	4204	1050	MECP2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0008071	H23 cells	Not Applicable		YES		Joey	
1977	EXP_1876	8932	1050	MBD2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0008071	H23 cells	Not Applicable		YES		Joey	
1978	EXP_1877	4204	1050	MECP2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0001601	A549 cells	Not Applicable		YES		Joey	
1979	EXP_1878	8932	1050	MBD2	CEBPA	16537832	TF-DNA Binding	Cell Line	CLO:0001601	A549 cells	Not Applicable		YES		Joey	
1980	EXP_1879	4790	3569	NFKB1	IL6	19745053	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	TNF-alpha induced	YES		Taylor	
1981	EXP_1880	1051	3569	CEBPB	IL6	19745053	TF-DNA Binding	In vitro	Not Applicable		Not Applicable	TNF-alpha induced	YES		Taylor	
1982	EXP_1881	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	BTO:0004848	PaCa44 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1983	EXP_1882	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	CLO:0002395	CFPAC1	Not Applicable	TNF-alpha induced	YES		Taylor	
1984	EXP_1883	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	EFO:0002716	PT45P1 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1985	EXP_1884	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	CLO:0008395	PC-3 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1986	EXP_1885	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	CLO:0003816	HPAF-II cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1987	EXP_1886	4790	3569	NFKB1	IL6	19745053	TF-Reporter	Cell Line	CLO:0008381	Panc-1 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1988	EXP_1887	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	BTO:0004848	PaCa44 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1989	EXP_1888	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	CLO:0002395	CFPAC1	Not Applicable	TNF-alpha induced	YES		Taylor	
1990	EXP_1889	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	EFO:0002716	PT45P1 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1991	EXP_1890	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	CLO:0008395	PC-3 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1992	EXP_1891	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	CLO:0003816	HPAF-II cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1993	EXP_1892	1051	3569	CEBPB	IL6	19745053	TF-Reporter	Cell Line	CLO:0008381	Panc-1 cells	Not Applicable	TNF-alpha induced	YES		Taylor	
1994	EXP_1893	4204	3569	MECP2	IL6	19745053	TF-DNA Binding	Cell Line	CLO:0008395	PC-3 cells	Not Applicable		YES		Taylor	
1995	EXP_1894	4204	3569	MECP2	IL6	19745053	TF-DNA Binding	Cell Line	CLO:0003816	HPAF-II cells	Not Applicable		YES		Taylor	
1996	EXP_1895	4204	3569	MECP2	IL6	19745053	TF-DNA Binding	Cell Line	CLO:0008381	Panc-1 cells	Not Applicable		YES		Taylor	
1999	EXP_1898	7391	1050	USF1	CEBPA	16537832	TF-DNA Binding	Cell Line	H2086 cells	H2086 cells	Not Applicable		YES		Joey	
2000	EXP_1899	7392	1050	USF2	CEBPA	16537832	TF-DNA Binding	Cell Line	H2086 cells	H2086 cells	Not Applicable		YES		Joey	
2001	EXP_1900	4152	240	MBD1	ALOX5	19781662	TF-DNA Binding	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2002	EXP_1901	8932	240	MBD2	ALOX5	19781662	TF-DNA Binding	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2003	EXP_1902	4204	240	MECP2	ALOX5	19781662	TF-DNA Binding	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2004	EXP_1903	4152	240	MBD1	ALOX5	19781662	TF-DNA Binding	Cell Line	CLO:0003775	HL-60 cells	Not Applicable		YES		Joey	
2005	EXP_1904	4152	240	MBD1	ALOX5	19781662	TF Perturbation	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2006	EXP_1905	8932	240	MBD2	ALOX5	19781662	TF Perturbation	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2007	EXP_1906	4204	240	MECP2	ALOX5	19781662	TF Perturbation	Cell Line	CLO:0009450	U937 cells	Not Applicable		YES		Joey	
2008	EXP_1907	4152	240	MBD1	ALOX5	19781662	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
2009	EXP_1908	6688	240	SPI1	ALOX5	19781662	TF-DNA Binding	Cell Line	In vitro		Not Applicable		YES		Joey	
2010	EXP_1909	17257	723932	Mecp2	Mir34c	20921386	TF-DNA Binding	Primary Tissue	UBERON:0002037	cerebellum	P42		YES		Taylor	
2011	EXP_1910	17257	387155	Mecp2	Mir137	20921386	TF-DNA Binding	Primary Tissue	UBERON:0002037	cerebellum	P42		YES		Taylor	
2012	EXP_1911	17257	387155	Mecp2	Mir137	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2013	EXP_1912	17257	723829	Mecp2	Mir106a	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2017	EXP_1916	17257	723950	Mecp2	Mir124a-2	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42	mir124-2	YES		Taylor	
2018	EXP_1917	17257	387228	Mecp2	Mir30d	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2019	EXP_1918	17257	723830	Mecp2	Mir28a	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42	Mir28	YES		Taylor	
2020	EXP_1919	17257	387251	Mecp2	Mirlet7i	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2021	EXP_1920	17257	723839	Mecp2	Mir323	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42	mir323-3p	YES		Taylor	
2023	EXP_1922	17257	723840	Mecp2	Mir326	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2024	EXP_1923	17257	387133	Mecp2	Mir9-1	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P42		YES		Taylor	
2025	EXP_1924	17257	387155	Mecp2	Mir137	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P56		YES		Taylor	
2026	EXP_1925	17257	723932	Mecp2	Mir34c	20921386	TF Perturbation	Primary Tissue	UBERON:0002037	Cerebellum	P56		YES		Taylor	
2027	EXP_1926	387228	12064	Mir30d	Bdnf	20921386	TF-Reporter	Primary Cell	CL:1001611	cerebellar neuron	P42		YES		Taylor	
2028	EXP_1927	387155	18191	Mir137	Nrxn3	20921386	TF-Reporter	Primary Cell	EFO:0001082	293T cells	Not Applicable		YES		Taylor	
2029	EXP_1928	723935	12064	Mir381	Bdnf	20921386	TF-Reporter	Primary Cell	CL:1001611	cerebellar neuron	P42		YES		Taylor	
2030	EXP_1929	751522	12064	Mir495	Bdnf	20921386	TF-Reporter	Primary Cell	CL:1001611	cerebellar neuron	P42		YES		Taylor	
2031	EXP_1930	723935	12064	Mir381	Bdnf	20921386	TF-Reporter	Primary Cell	EFO:0001082	293T	Not Applicable		YES		Taylor	
2032	EXP_1931	751522	12064	Mir495	Bdnf	20921386	TF-Reporter	Primary Cell	EFO:0001082	293T	Not Applicable		YES		Taylor	
2033	EXP_1932	20375	1029	Spi1	CDKN2A	16331260	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
2034	EXP_1933	20375	1436	Spi1	CSF1R	16331260	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
2035	EXP_1934	20375	1029	Spi1	CDKN2A	16331260	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Joey	
2036	EXP_1935	13435	1029	Dnmt3a	CDKN2A	16331260	TF-DNA Binding	Cell Line	EFO:0001082	293T cells	Not Applicable		YES		Joey	
2037	EXP_1936	13436	1029	Dnmt3b	CDKN2A	16331260	TF-DNA Binding	Cell Line	EFO:0001082	293T cells	Not Applicable		YES		Joey	
2038	EXP_1937	20375	12576	Spi1	Cdkn1b	16331260	TF Perturbation	Cell Line	EFO:0001222	NIH3T3 cells	Not Applicable		YES		Joey	
2039	EXP_1938	13435	12578	Dnmt3a	Cdkn2a	16331260	TF-DNA Binding	Cell Line	EFO:0001222	NIH3T3 cells	Not Applicable		YES		Joey	
2040	EXP_1939	13436	12578	Dnmt3b	Cdkn2a	16331260	TF-DNA Binding	Cell Line	EFO:0001222	NIH3T3 cells	Not Applicable		YES		Joey	
2041	EXP_1940	20375	12578	Spi1	Cdkn2a	16331260	TF-DNA Binding	Cell Line	EFO:0001222	NIH3T3 cells	Not Applicable		YES		Joey	
2042	EXP_1941	4204	4255	MECP2	MGMT	15657354	TF-DNA Binding	Cell Line	EFO:0002791	HeLa-S3 cells	Not Applicable		YES		Joey	
2043	EXP_1942	4152	4255	MBD1	MGMT	15657354	TF-DNA Binding	Cell Line	EFO:0002791	HeLa-S3 cells	Not Applicable		YES		Joey	
2044	EXP_1943	10036	4255	CHAF1A	MGMT	15657354	TF-DNA Binding	Cell Line	EFO:0002791	HeLa-S3 cells	Not Applicable		YES		Joey	
2049	EXP_1948	4152	960	MBD1	CD44	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2050	EXP_1949	4152	960	MBD1	CD44	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2051	EXP_1950	4152	960	MBD1	CD44	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2052	EXP_1951	4204	960	MECP2	CD44	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable	methylated promoter	YES		Taylor	
2053	EXP_1952	4152	894	MBD1	CCND2	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2054	EXP_1953	4152	894	MBD1	CCND2	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2055	EXP_1954	4152	894	MBD1	CCND2	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2056	EXP_1955	8932	894	MBD2	CCND2	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable	MBD2a, MBD2b; methylated promoter	YES		Taylor	
2057	EXP_1956	8932	894	MBD2	CCND2	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD2a, MBD2b; methylated promoter	YES		Taylor	
2058	EXP_1957	4204	894	MECP2	CCND2	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable	methylated promoter	YES		Taylor	
2059	EXP_1958	4204	894	MECP2	CCND2	20565761	TF-Reporter	Cell Line	EFO:0001332	du-145	Not Applicable	methylated promoter	YES		Taylor	
2060	EXP_1959	4204	894	MECP2	CCND2	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	methylated promoter	YES		Taylor	
2061	EXP_1960	320713	14581	Mysm1	Gfi1	24014243	TF Perturbation	Primary Cell	CL:0000037	Hematopoietic stem cells	Unknown		YES		Joey	
2062	EXP_1961	320713	14581	Mysm1	Gfi1	24014243	TF Perturbation	Primary Cell	CL:0000037	Hematopoietic stem cells	Unknown		YES		Joey	
2063	EXP_1962	320713	14581	Mysm1	Gfi1	24014243	TF-DNA Binding	Primary Cell	CL:0000037	Hematopoietic stem cells	Unknown		YES		Joey	
2064	EXP_1963	14461	14581	Gata2	Gfi1	24014243	TF-Reporter	Cell Line	EFO:0001082	293T cells	Not Applicable		YES		Joey	
2065	EXP_1964	12394	14581	Runx1	Gfi1	24014243	TF-Reporter	Cell Line	EFO:0001082	293T cells	Not Applicable		YES		Joey	
2066	EXP_1965	861	3674	RUNX1	ITGA2B	12576332	TF-Reporter	Cell Line	CLO:0007050	K562 cells	Not Applicable	synergistic activation with GATA1 and CBFB	YES		Joey	
2067	EXP_1966	2623	3674	GATA1	ITGA2B	12576332	TF-Reporter	Cell Line	CLO:0007050	K562 cells	Not Applicable	synergistic activation with RUNX1 and CBFB	YES		Joey	
2068	EXP_1967	865	3674	CBFB	ITGA2B	12576332	TF-Reporter	Cell Line	CLO:0007050	K562 cells	Not Applicable	synergistic activation with RUNX1 and GATA1	YES		Joey	
2069	EXP_1968	861	3674	RUNX1	ITGA2B	12576332	TF-Reporter	Cell Line	EFO:0002816	C3H10T1/2 cells	Not Applicable	synergistic activation with GATA1 and CBFB	YES		Joey	
2070	EXP_1969	2623	3674	GATA1	ITGA2B	12576332	TF-Reporter	Cell Line	EFO:0002816	C3H10T1/2 cells	Not Applicable	synergistic activation with RUNX1 and CBFB	YES		Joey	
2071	EXP_1970	865	3674	CBFB	ITGA2B	12576332	TF-Reporter	Cell Line	EFO:0002816	C3H10T1/2 cells	Not Applicable	synergistic activation with RUNX1 and GATA1	YES		Joey	
2073	EXP_1972	4152	11010	MBD1	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2074	EXP_1973	4152	11010	MBD1	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2075	EXP_1974	4152	11010	MBD1	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2076	EXP_1975	8932	11010	MBD2	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	MBD2a, MBD2b; methylated promoter	YES		Taylor	
2077	EXP_1976	4204	11010	MECP2	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7	Not Applicable	methylated promoter	YES		Taylor	
2078	EXP_1977	4204	11010	MECP2	GLIPR1	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	methylated promoter	YES		Taylor	
2079	EXP_1978	4152	5728	MBD1	PTEN	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2080	EXP_1979	4152	5728	MBD1	PTEN	20565761	TF-Reporter	Cell Line	EFO:0001332	DU-145	Not Applicable	MBD1v1; methylated promoter	YES		Taylor	
2081	EXP_1980	4152	5728	MBD1	PTEN	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2082	EXP_1981	8932	5728	MBD2	PTEN	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7	Not Applicable	MBD2a; methylated promoter	YES		Taylor	
2083	EXP_1982	8932	5728	MBD2	PTEN	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	MBD2a, MBD2b; methylated promoter	YES		Taylor	
2084	EXP_1983	4204	5728	MECP2	PTEN	20565761	TF-Reporter	Cell Line	EFO:0001203	MCF-7	Not Applicable	methylated promoter	YES		Taylor	
2085	EXP_1984	4204	5728	MECP2	PTEN	20565761	TF-Reporter	Cell Line	EFO:0002071	LNCaP	Not Applicable	methylated promoter	YES		Taylor	
2086	EXP_1985	17190	12505	Mbd1	Cd44	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	MBD1v1, MBD1v3; methylated promoter	YES		Taylor	
2087	EXP_1986	17191	12505	Mbd2	Cd44	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	Mbd2a; methylated promoter	YES		Taylor	
2088	EXP_1987	17190	73690	Mbd1	Glipr1	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	Mbd1v1; methylated promoter	YES		Taylor	
2089	EXP_1988	17257	73690	Mecp2	Glipr1	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	methylated promoter	YES		Taylor	
2090	EXP_1989	17190	12444	Mbd1	Ccnd2	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	Mbd1v1; methylated promoter	YES		Taylor	
2091	EXP_1990	17191	12444	Mbd2	Ccnd2	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	Mbd2a; methylated promoter	YES		Taylor	
2092	EXP_1991	17257	12444	Mecp2	Ccnd2	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	methylated promoter	YES		Taylor	
2093	EXP_1992	17190	19211	Mbd1	Pten	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	Mbd1v1; methylated promoter	YES		Taylor	
2094	EXP_1993	17257	19211	Mecp2	Pten	20565761	TF-Reporter	Primary Cell	CL:2000042	embryonic fibroblast	Unknown	methylated promoter	YES		Taylor	
2095	EXP_1994	4152	6175	MBD1	RPLP0	20565761	TF-DNA Binding	Cell Line	EFO:0002071	LNCaP	Not Applicable		YES		Taylor	
2096	EXP_1995	8932	6175	MBD2	RPLP0	20565761	TF-DNA Binding	Cell Line	EFO:0002071	LNCaP	Not Applicable		YES		Taylor	
2097	EXP_1996	4204	6175	MECP2	RPLP0	20565761	TF-DNA Binding	Cell Line	EFO:0002071	LNCaP	Not Applicable		YES		Taylor	
2098	EXP_1997	4152	960	MBD1	CD44	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2099	EXP_1998	8932	960	MBD2	CD44	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable		YES		Taylor	
2100	EXP_1999	4204	960	MECP2	CD44	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable		YES		Taylor	
2101	EXP_2000	4152	894	MBD1	CCND2	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2102	EXP_2001	8932	894	MBD2	CCND2	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2103	EXP_2002	4204	894	MECP2	CCND2	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2104	EXP_2003	4152	11010	MBD1	GLIPR1	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2105	EXP_2004	8932	11010	MBD2	GLIPR1	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2106	EXP_2005	4204	11010	MECP2	GLIPR1	20565761	TF-DNA Binding	Cell Line	EFO:0001332	DU-145	Not Applicable	enhanced binding with methylated promoter	YES		Taylor	
2107	EXP_2006	4152	5728	MBD1	PTEN	20565761	TF-DNA Binding	Cell Line	EFO:0001203	MCF-7	Not Applicable		YES		Taylor	
2108	EXP_2007	8932	5728	MBD2	PTEN	20565761	TF-DNA Binding	Cell Line	EFO:0001203	MCF-7	Not Applicable		YES		Taylor	
2109	EXP_2008	4204	5728	MECP2	PTEN	20565761	TF-DNA Binding	Cell Line	EFO:0001203	MCF-7	Not Applicable		YES		Taylor	
2110	EXP_2009	6935	5328	ZEB1	PLAU	23340304	TF Perturbation	Cell Line	EFO:0002083	SW480 cells	Not Applicable		YES	2022.02.01	Joey	
2111	EXP_2010	6935	5054	ZEB1	SERPINE1	23340304	TF Perturbation	Cell Line	EFO:0002083	SW480 cells	Not Applicable		YES	2022.02.01	Joey	
2112	EXP_2011	6935	5328	ZEB1	PLAU	23340304	TF Perturbation	Cell Line	EFO:0002083	SW480 cells	Not Applicable		YES	2022.02.01	Joey	
